"Story","Title","Result","Date","Stability","Duration (s)"
"When adding tasks","Adding multiple tasks","SUCCESS","2021-08-24T19:26:38.869425682Z[Etc/UTC]","0.0","20.9"
"When adding tasks","Adding a single task","SUCCESS","2021-08-24T19:27:01.285709107Z[Etc/UTC]","0.0","4.74"
